ma_gia_su,ho_ten,gioi_tinh,nam_sinh,hoc_vi,chuyen_nganh,truong_hoc_ma,truong_hoc_ten,loai_truong,khu_vuc_ma,ten_khu_vuc,quan_huyen,tinh_thanh,nam_kinh_nghiem,hinh_thuc_day,hoc_phi_trung_binh_gio,nguon_du_lieu,trang_thai,ngay_cap_nhat,mon_hoc_ma,ten_mon_hoc,nhom_mon_hoc,lop_hoc_ma,lop_hoc_ten,cap_hoc,hoc_phi_trung_binh_gio_day_mon,ma_hoc_sinh_danh_gia,diem_xep_hang,ngay_danh_gia
GS_EX_0778,Đặng Đình Tuấn,nam,2002,Ky su,Ngôn ngữ Anh,DH_GTVT,Đại học Giao thông Vận tải,dai_hoc,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,7,truc_tiep,180000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,180000,HS_EX_0863,4.4,2026-03-13
GS_EX_0779,Trần Mai An,nu,1996,Ky su,Ngôn ngữ Anh,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,4,online,250000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,250000,HS_EX_0264,3.58,2026-03-18
GS_EX_0780,Vũ Thanh An,nu,2003,Cu nhan,Công nghệ thông tin,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,2,ca_hai,250000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_06,Lớp 6,thcs,250000,HS_EX_0712,3.54,2026-03-09
GS_EX_0781,Lê Minh Đạt,nam,1995,Cu nhan,Quản trị Kinh doanh,DH_BK_HCM,Đại học Bách Khoa TP.HCM,dai_hoc,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,8,truc_tiep,180000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,180000,HS_EX_0428,4.5,2026-03-11
GS_EX_0782,Bùi Hoàng Châu,nu,1995,Cu nhan,Quản trị Kinh doanh,DH_KT_DN,Đại học Kinh tế Đà Nẵng,dai_hoc,KV_HN_CG,Cầu Giấy,Cầu Giấy,Hà Nội,6,ca_hai,180000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,180000,HS_EX_0434,4.23,2026-03-13
GS_EX_0783,Hoàng Ngọc Nhung,nu,2000,Ky su,Sư phạm Toán,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_HN_CG,Cầu Giấy,Cầu Giấy,Hà Nội,6,ca_hai,180000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,180000,HS_EX_0797,4.79,2026-03-08
GS_EX_0784,Phạm Bảo Mai,nu,2003,Cu nhan,Quản trị Kinh doanh,DH_KT_DN,Đại học Kinh tế Đà Nẵng,dai_hoc,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,3,online,150000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,150000,HS_EX_0309,3.52,2026-03-31
GS_EX_0785,Lê Thu Mai,nu,1999,Thac si,Sư phạm Toán,DH_Y_HCM,Đại học Y Dược TP.HCM,dai_hoc,KV_HN_CG,Cầu Giấy,Cầu Giấy,Hà Nội,3,truc_tiep,150000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,150000,,,
GS_EX_0786,Trần Xuân Thu,nu,1996,Thac si,Ngôn ngữ Anh,DH_QGHN,Đại học Quốc gia Hà Nội,dai_hoc,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,5,online,200000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,200000,HS_EX_0078,4.33,2026-03-10
GS_EX_0787,Đặng Ngọc Nhung,nu,1995,Ky su,Ngôn ngữ Anh,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,3,truc_tiep,250000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,250000,,,
GS_EX_0788,Hoàng Mai Nhung,nu,1996,Thac si,Sư phạm Toán,DH_GTVT,Đại học Giao thông Vận tải,dai_hoc,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,2,ca_hai,180000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,180000,HS_EX_0989,4.65,2026-03-25
GS_EX_0789,Bùi Hồng Mai,nu,1999,Cu nhan,Công nghệ thông tin,DH_GTVT,Đại học Giao thông Vận tải,dai_hoc,KV_HCM_TD,Thủ Đức,Thủ Đức,Hồ Chí Minh,7,online,250000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,250000,HS_EX_0986,4.19,2026-03-31
GS_EX_0790,Hoàng Thanh Linh,nu,1995,Ky su,Ngôn ngữ Anh,DH_SP_HCM,Đại học Sư phạm TP.HCM,dai_hoc,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,5,online,180000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,180000,,,
GS_EX_0791,Bùi Đình Nam,nam,2002,Cu nhan,Ngôn ngữ Anh,DH_BK_HCM,Đại học Bách Khoa TP.HCM,dai_hoc,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,7,online,150000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,150000,HS_EX_0326,3.52,2026-03-29
GS_EX_0792,Đặng Bảo Thu,nu,2001,Thac si,Ngôn ngữ Anh,DH_QGHN,Đại học Quốc gia Hà Nội,dai_hoc,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,5,ca_hai,180000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,180000,HS_EX_0232,4.46,2026-03-20
GS_EX_0793,Nguyễn Hải Huy,nam,1997,Thac si,Ngôn ngữ Anh,DH_FPT,Đại học FPT,dai_hoc,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,8,ca_hai,200000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,200000,HS_EX_0724,4.09,2026-03-20
GS_EX_0794,Nguyễn Thanh Linh,nu,2001,Ky su,Công nghệ thông tin,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,5,online,180000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_06,Lớp 6,thcs,180000,HS_EX_0506,4.31,2026-03-14
GS_EX_0795,Dương Mai Mai,nu,1997,Cu nhan,Công nghệ thông tin,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,5,online,250000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_10,Lớp 10,thpt,250000,HS_EX_0159,3.78,2026-03-11
GS_EX_0796,Lê Ngọc Linh,nu,1998,Cu nhan,Quản trị Kinh doanh,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,5,ca_hai,150000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_12,Lớp 12,thpt,150000,,,
GS_EX_0797,Trần Đình Phú,nam,1996,Thac si,Sư phạm Toán,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,2,online,180000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,180000,HS_EX_0718,3.68,2026-04-01
GS_EX_0798,Vũ Xuân Mai,nu,2000,Thac si,Quản trị Kinh doanh,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,7,truc_tiep,180000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,180000,HS_EX_0907,4.37,2026-03-10
GS_EX_0799,Lê Mai Thu,nu,1996,Ky su,Ngôn ngữ Anh,DH_UEH,Đại học Kinh tế TP.HCM,dai_hoc,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,5,ca_hai,200000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_12,Lớp 12,thpt,200000,HS_EX_0786,4.8,2026-03-15
GS_EX_0800,Phạm Mai Nhung,nu,1999,Thac si,Quản trị Kinh doanh,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,8,truc_tiep,150000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,150000,HS_EX_0899,4.89,2026-03-14
GS_EX_0801,Lý Thu Thu,nu,2000,Thac si,Sư phạm Toán,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,6,truc_tiep,150000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,150000,HS_EX_0476,4.61,2026-03-10
GS_EX_0802,Đặng Thu Nhung,nu,2003,Cu nhan,Sư phạm Toán,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,3,ca_hai,150000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,150000,HS_EX_0042,4.59,2026-03-06
GS_EX_0803,Trần Thanh Thảo,nu,2003,Cu nhan,Công nghệ thông tin,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,2,online,250000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,250000,,,
GS_EX_0804,Dương Bảo Thu,nu,1996,Cu nhan,Công nghệ thông tin,DH_GTVT,Đại học Giao thông Vận tải,dai_hoc,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,1,online,200000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,200000,HS_EX_0851,3.53,2026-03-29
GS_EX_0805,Đặng Đức Phú,nam,1997,Thac si,Sư phạm Toán,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,3,ca_hai,150000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,150000,HS_EX_0237,3.57,2026-03-31
GS_EX_0806,Đỗ Bảo Thu,nu,2001,Ky su,Ngôn ngữ Anh,DH_BK_HCM,Đại học Bách Khoa TP.HCM,dai_hoc,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,7,truc_tiep,150000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_06,Lớp 6,thcs,150000,HS_EX_0325,4.13,2026-03-23
GS_EX_0807,Nguyễn Xuân Thu,nu,2003,Ky su,Ngôn ngữ Anh,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,2,online,250000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,250000,,,
GS_EX_0808,Vũ Minh Hùng,nam,2001,Ky su,Quản trị Kinh doanh,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,8,online,150000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_12,Lớp 12,thpt,150000,HS_EX_0974,4.98,2026-03-10
GS_EX_0809,Lý Bảo Hân,nu,2000,Thac si,Quản trị Kinh doanh,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,8,truc_tiep,150000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,150000,HS_EX_0379,3.57,2026-03-09
GS_EX_0810,Ngô Đức Phú,nam,1998,Cu nhan,Sư phạm Toán,DH_CNTT,Đại học Công nghệ Thông tin TP.HCM,dai_hoc,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,8,online,200000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_10,Lớp 10,thpt,200000,HS_EX_0344,4.11,2026-03-15
GS_EX_0811,Lý Xuân Linh,nu,1995,Thac si,Công nghệ thông tin,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,1,ca_hai,150000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_12,Lớp 12,thpt,150000,HS_EX_0482,4.14,2026-03-17
GS_EX_0812,Lý Thu An,nu,1996,Ky su,Công nghệ thông tin,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,1,online,250000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,250000,HS_EX_0587,4.08,2026-03-15
GS_EX_0813,Bùi Văn Đạt,nam,1998,Cu nhan,Ngôn ngữ Anh,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,8,ca_hai,150000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,150000,,,
GS_EX_0814,Vũ Trọng Hùng,nam,1999,Ky su,Ngôn ngữ Anh,DH_CNTT,Đại học Công nghệ Thông tin TP.HCM,dai_hoc,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,8,truc_tiep,180000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_12,Lớp 12,thpt,180000,HS_EX_0386,4.21,2026-03-06
GS_EX_0815,Bùi Thu Trang,nu,1998,Cu nhan,Sư phạm Toán,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,2,online,150000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_12,Lớp 12,thpt,150000,HS_EX_0797,4.69,2026-03-26
GS_EX_0816,Lý Đức Khoa,nam,2000,Thac si,Ngôn ngữ Anh,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_HCM_Q4,Quận 4,Quận 4,Hồ Chí Minh,4,online,180000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_12,Lớp 12,thpt,180000,HS_EX_0055,4.15,2026-03-17
GS_EX_0817,Đặng Ngọc An,nu,2000,Cu nhan,Sư phạm Toán,DH_KHTN_HCM,Đại học Khoa học Tự nhiên TP.HCM,dai_hoc,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,4,ca_hai,180000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_10,Lớp 10,thpt,180000,HS_EX_0196,3.93,2026-03-05
GS_EX_0818,Đặng Thanh Thảo,nu,1997,Thac si,Ngôn ngữ Anh,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HCM_TD,Thủ Đức,Thủ Đức,Hồ Chí Minh,8,online,150000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_12,Lớp 12,thpt,150000,HS_EX_0168,4.56,2026-03-05
GS_EX_0819,Dương Hải Tuấn,nam,2001,Thac si,Công nghệ thông tin,DH_SP_HN,Đại học Sư phạm Hà Nội,dai_hoc,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,4,truc_tiep,200000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_12,Lớp 12,thpt,200000,HS_EX_0470,4.46,2026-04-01
GS_EX_0820,Lý Đức Đức,nam,2000,Thac si,Quản trị Kinh doanh,DH_KHTN_HN,Đại học Khoa học Tự nhiên Hà Nội,dai_hoc,KV_HN_LB,Long Biên,Long Biên,Hà Nội,7,online,180000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,180000,HS_EX_0408,4.59,2026-03-10
GS_EX_0821,Hoàng Trọng Nam,nam,1996,Cu nhan,Công nghệ thông tin,DH_QGHN,Đại học Quốc gia Hà Nội,dai_hoc,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,8,ca_hai,180000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,180000,,,
GS_EX_0822,Nguyễn Thu Nhung,nu,1998,Thac si,Sư phạm Toán,DH_CNTT,Đại học Công nghệ Thông tin TP.HCM,dai_hoc,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,3,ca_hai,250000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_10,Lớp 10,thpt,250000,HS_EX_0638,3.57,2026-03-09
GS_EX_0823,Đặng Minh Phú,nam,2001,Cu nhan,Ngôn ngữ Anh,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,7,ca_hai,200000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,200000,HS_EX_0441,3.99,2026-03-12
GS_EX_0824,Bùi Đức Đạt,nam,2002,Ky su,Ngôn ngữ Anh,DH_UEH,Đại học Kinh tế TP.HCM,dai_hoc,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,1,online,180000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,180000,,,
GS_EX_0825,Lý Đức Hùng,nam,1999,Cu nhan,Quản trị Kinh doanh,DH_TM,Đại học Thương mại,dai_hoc,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,5,truc_tiep,180000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,180000,HS_EX_0677,4.48,2026-03-28
GS_EX_0826,Vũ Thái Đạt,nam,1997,Thac si,Sư phạm Toán,DH_XD,Đại học Xây dựng Hà Nội,dai_hoc,KV_HN_CG,Cầu Giấy,Cầu Giấy,Hà Nội,1,online,150000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,150000,HS_EX_0943,4.75,2026-04-01
GS_EX_0827,Vũ Hoàng Mai,nu,1998,Ky su,Công nghệ thông tin,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,1,ca_hai,250000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,250000,HS_EX_0591,4.89,2026-03-15
GS_EX_0828,Hoàng Hữu Huy,nam,1998,Thac si,Ngôn ngữ Anh,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,3,ca_hai,250000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,250000,,,
GS_EX_0829,Lê Đình Phú,nam,2000,Cu nhan,Quản trị Kinh doanh,DH_BK_HCM,Đại học Bách Khoa TP.HCM,dai_hoc,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,5,truc_tiep,200000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,200000,HS_EX_0198,3.76,2026-03-16
GS_EX_0830,Trần Bảo Thu,nu,2002,Thac si,Công nghệ thông tin,DH_QGHN,Đại học Quốc gia Hà Nội,dai_hoc,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,1,online,200000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,200000,HS_EX_0987,4.19,2026-03-23
GS_EX_0831,Đặng Thái Đức,nam,2000,Cu nhan,Công nghệ thông tin,DH_UEH,Đại học Kinh tế TP.HCM,dai_hoc,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,6,ca_hai,250000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_12,Lớp 12,thpt,250000,HS_EX_0542,4.42,2026-03-14
GS_EX_0832,Lê Quang Đạt,nam,1997,Cu nhan,Công nghệ thông tin,DH_Y_HN,Đại học Y Hà Nội,dai_hoc,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,6,online,180000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_06,Lớp 6,thcs,180000,HS_EX_0685,3.69,2026-04-01
GS_EX_0833,Hoàng Xuân Mai,nu,2000,Cu nhan,Ngôn ngữ Anh,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,5,online,250000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,250000,HS_EX_0905,4.53,2026-03-15
GS_EX_0834,Đỗ Thu Châu,nu,1996,Ky su,Sư phạm Toán,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HCM_TD,Thủ Đức,Thủ Đức,Hồ Chí Minh,7,truc_tiep,180000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,180000,HS_EX_0213,4.98,2026-03-14
GS_EX_0835,Đặng Đức Đức,nam,2000,Thac si,Quản trị Kinh doanh,DH_CNTT,Đại học Công nghệ Thông tin TP.HCM,dai_hoc,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,3,truc_tiep,250000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_06,Lớp 6,thcs,250000,HS_EX_0311,3.98,2026-03-04
GS_EX_0836,Đỗ Đức Nam,nam,1997,Thac si,Quản trị Kinh doanh,DH_DN,Đại học Đà Nẵng,dai_hoc,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,7,ca_hai,200000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_12,Lớp 12,thpt,200000,HS_EX_0658,4.56,2026-03-24
GS_EX_0837,Trần Hải Phú,nam,1998,Thac si,Công nghệ thông tin,DH_KT_DN,Đại học Kinh tế Đà Nẵng,dai_hoc,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,8,online,250000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,250000,HS_EX_0873,3.88,2026-03-12
GS_EX_0838,Dương Hải Đạt,nam,2003,Ky su,Quản trị Kinh doanh,DH_BK_HN,Đại học Bách Khoa Hà Nội,dai_hoc,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,4,online,180000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_12,Lớp 12,thpt,180000,HS_EX_0425,3.62,2026-03-23
GS_EX_0839,Dương Hoàng Vy,nu,1996,Cu nhan,Công nghệ thông tin,DH_UEH,Đại học Kinh tế TP.HCM,dai_hoc,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,1,online,250000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,250000,HS_EX_0401,4.85,2026-03-09
GS_EX_0840,Vũ Thanh An,nu,2003,Cu nhan,Sư phạm Toán,DH_KTQD,Đại học Kinh tế Quốc dân,dai_hoc,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,2,online,180000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_06,Lớp 6,thcs,180000,HS_EX_0432,4.41,2026-03-06
GS_EX_0841,Trần Đức Huy,nam,1996,Cu nhan,Ngôn ngữ Anh,DH_TM,Đại học Thương mại,dai_hoc,KV_HN_LB,Long Biên,Long Biên,Hà Nội,5,ca_hai,180000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_10,Lớp 10,thpt,180000,,,
GS_EX_0842,Phạm Trọng Phú,nam,1999,Cu nhan,Quản trị Kinh doanh,DH_BK_HCM,Đại học Bách Khoa TP.HCM,dai_hoc,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,5,ca_hai,180000,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,LOP_09,Lớp 9,thcs,180000,HS_EX_0819,4.39,2026-03-24
GS_EX_0843,Đỗ Thị Thu,nu,2003,Ky su,Công nghệ thông tin,DH_KHTN_HN,Đại học Khoa học Tự nhiên Hà Nội,dai_hoc,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,6,truc_tiep,250000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_09,Lớp 9,thcs,250000,HS_EX_0809,4.41,2026-03-06
GS_EX_0844,Phạm Thu An,nu,2002,Cu nhan,Sư phạm Toán,DH_NT_HN,Đại học Ngoại thương Hà Nội,dai_hoc,KV_HN_LB,Long Biên,Long Biên,Hà Nội,6,truc_tiep,250000,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,LOP_09,Lớp 9,thcs,250000,HS_EX_0340,4.49,2026-03-26
GS_EX_0845,Lý Hồng Trang,nu,2001,Thac si,Công nghệ thông tin,DH_NL_HCM,Đại học Nông Lâm TP.HCM,dai_hoc,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,4,online,150000,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,LOP_09,Lớp 9,thcs,150000,HS_EX_0222,3.51,2026-03-24
GS_EX_0846,Nguyễn Xuân Châu,nu,2000,Cu nhan,Ngôn ngữ Anh,DH_Y_HCM,Đại học Y Dược TP.HCM,dai_hoc,KV_DN_NHS,Ngũ Hành Sơn,Ngũ Hành Sơn,Đà Nẵng,4,online,200000,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,LOP_06,Lớp 6,thcs,200000,HS_EX_0888,3.57,2026-03-08
