ma_hoc_sinh,ho_ten,truong_hoc_ma,truong_hoc_ten,loai_truong,lop_hoc_ma,lop_hoc_ten,cap_hoc,khu_vuc_ma,ten_khu_vuc,quan_huyen,tinh_thanh,hoc_luc,nguon_du_lieu,trang_thai,ngay_cap_nhat,mon_hoc_ma,ten_mon_hoc,nhom_mon_hoc,hinh_thuc_hoc,muc_tieu_hoc_tap,ngan_sach_toi_da_gio,so_buoi_moi_tuan,trang_thai_nhu_cau,ngay_dang
HS_EX_0788,Dương Hữu Tuấn,THPT_NTH_HCM,THPT Nguyễn Thượng Hiền,thpt,LOP_09,Lớp 9,thcs,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,gioi,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-27
HS_EX_0789,Hoàng Ngọc Châu,THPT_PCT,THPT Chuyên Phan Châu Trinh,thpt,LOP_06,Lớp 6,thcs,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,kha,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-18
HS_EX_0790,Nguyễn Mai Thu,THPT_LQD_HCM,THPT Lê Quý Đôn,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,trung_binh,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-31
HS_EX_0791,Hoàng Đình Huy,THPT_TTT,THPT Tôn Thất Tùng,thpt,LOP_12,Lớp 12,thpt,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,kha,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-23
HS_EX_0792,Ngô Thái Khoa,THPT_MC,THPT Marie Curie,thpt,LOP_10,Lớp 10,thpt,KV_HN_LB,Long Biên,Long Biên,Hà Nội,gioi,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-16
HS_EX_0793,Vũ Hoàng Thu,THPT_MQ,THPT Mạc Đĩnh Chi,thpt,LOP_10,Lớp 10,thpt,KV_HN_CG,Cầu Giấy,Cầu Giấy,Hà Nội,gioi,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-30
HS_EX_0794,Phạm Thị An,THPT_NVT,THPT Nguyễn Văn Trỗi,thpt,LOP_09,Lớp 9,thcs,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,yeu,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-05
HS_EX_0795,Bùi Minh Đức,THPT_TP_DN,THPT Trần Phú,thpt,LOP_06,Lớp 6,thcs,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,yeu,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-13
HS_EX_0796,Ngô Hữu Hùng,THPT_GD,THPT Gia Định,thpt,LOP_12,Lớp 12,thpt,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-16
HS_EX_0797,Hoàng Quang Khoa,THPT_LQD_DN,THPT Chuyên Lê Quý Đôn,thpt,LOP_09,Lớp 9,thcs,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,trung_binh,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-22
HS_EX_0798,Dương Mai Linh,THPT_PN,THPT Phú Nhuận,thpt,LOP_06,Lớp 6,thcs,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-28
HS_EX_0799,Bùi Hải Huy,THPT_LHP,THPT Chuyên Lê Hồng Phong,thpt,LOP_06,Lớp 6,thcs,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-09
HS_EX_0800,Trần Mai An,THPT_CBQ,THPT Cao Bá Quát,thpt,LOP_06,Lớp 6,thcs,KV_HCM_TD,Thủ Đức,Thủ Đức,Hồ Chí Minh,kha,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-22
HS_EX_0801,Trần Thị Nhung,THPT_CG,THPT Cầu Giấy,thpt,LOP_06,Lớp 6,thcs,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,trung_binh,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-16
HS_EX_0802,Đặng Thanh Hân,THPT_TTT,THPT Tôn Thất Tùng,thpt,LOP_09,Lớp 9,thcs,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,trung_binh,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-05
HS_EX_0803,Nguyễn Bảo An,THPT_KL,THPT Kim Liên,thpt,LOP_10,Lớp 10,thpt,KV_HN_CG,Cầu Giấy,Cầu Giấy,Hà Nội,yeu,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-06
HS_EX_0804,Bùi Thu Châu,THPT_LQD_HN,THPT Lê Quý Đôn - Đống Đa,thpt,LOP_10,Lớp 10,thpt,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,gioi,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-04
HS_EX_0805,Phạm Minh Khoa,THPT_GD,THPT Gia Định,thpt,LOP_12,Lớp 12,thpt,KV_HN_LB,Long Biên,Long Biên,Hà Nội,gioi,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,online,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-16
HS_EX_0806,Trần Thanh Trang,THPT_TDN,THPT Chuyên Trần Đại Nghĩa,thpt,LOP_12,Lớp 12,thpt,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,yeu,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-15
HS_EX_0807,Bùi Hồng Mai,THPT_HHT,THPT Hoàng Hoa Thám,thpt,LOP_10,Lớp 10,thpt,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,kha,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-27
HS_EX_0808,Phạm Hải Đức,THPT_NHS,THPT Ngũ Hành Sơn,thpt,LOP_12,Lớp 12,thpt,KV_HCM_Q10,Quận 10,Quận 10,Hồ Chí Minh,trung_binh,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-08
HS_EX_0809,Ngô Văn Đức,THPT_MC,THPT Marie Curie,thpt,LOP_09,Lớp 9,thcs,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,yeu,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-04-01
HS_EX_0810,Hoàng Hải Tuấn,THPT_LHP,THPT Chuyên Lê Hồng Phong,thpt,LOP_06,Lớp 6,thcs,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,trung_binh,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-04
HS_EX_0811,Hoàng Văn Huy,THPT_YH,THPT Yên Hòa,thpt,LOP_10,Lớp 10,thpt,KV_HCM_BT,Bình Thạnh,Bình Thạnh,Hồ Chí Minh,kha,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-28
HS_EX_0812,Đỗ Ngọc Châu,THPT_CBQ,THPT Cao Bá Quát,thpt,LOP_09,Lớp 9,thcs,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,xuat_sac,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-25
HS_EX_0813,Ngô Minh Tuấn,THPT_GD,THPT Gia Định,thpt,LOP_12,Lớp 12,thpt,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,trung_binh,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-10
HS_EX_0814,Đỗ Hoàng Nhung,THPT_ND,THPT Nguyễn Du,thpt,LOP_10,Lớp 10,thpt,KV_HN_LB,Long Biên,Long Biên,Hà Nội,yeu,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-28
HS_EX_0815,Đặng Thị An,THPT_PN,THPT Phú Nhuận,thpt,LOP_06,Lớp 6,thcs,KV_HN_HBT,Hai Bà Trưng,Hai Bà Trưng,Hà Nội,gioi,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-11
HS_EX_0816,Lý Thị Thu,THPT_CVD,THPT Cẩm Lệ,thpt,LOP_12,Lớp 12,thpt,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,yeu,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-26
HS_EX_0817,Lý Minh Nam,THPT_TL,THPT Thăng Long,thpt,LOP_10,Lớp 10,thpt,KV_HN_HBT,Hai Bà Trưng,Hai Bà Trưng,Hà Nội,gioi,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,online,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-28
HS_EX_0818,Ngô Thu An,THPT_CG,THPT Cầu Giấy,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,kha,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-04
HS_EX_0819,Bùi Mai Trang,THPT_DA,THPT Đông Anh,thpt,LOP_06,Lớp 6,thcs,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,yeu,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-31
HS_EX_0820,Phạm Xuân Linh,THPT_HHT,THPT Hoàng Hoa Thám,thpt,LOP_06,Lớp 6,thcs,KV_HN_CG,Cầu Giấy,Cầu Giấy,Hà Nội,kha,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-10
HS_EX_0821,Ngô Mai Linh,THPT_CVD,THPT Cẩm Lệ,thpt,LOP_12,Lớp 12,thpt,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,xuat_sac,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-29
HS_EX_0822,Đỗ Đức Kiệt,THPT_BTX,THPT Bùi Thị Xuân,thpt,LOP_12,Lớp 12,thpt,KV_HN_HM,Hoàng Mai,Hoàng Mai,Hà Nội,xuat_sac,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-05
HS_EX_0823,Trần Trọng Đức,THPT_TL,THPT Thăng Long,thpt,LOP_10,Lớp 10,thpt,KV_HN_DD,Đống Đa,Đống Đa,Hà Nội,yeu,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-11
HS_EX_0824,Ngô Thu Hân,THPT_NTH_HCM,THPT Nguyễn Thượng Hiền,thpt,LOP_06,Lớp 6,thcs,KV_HCM_TP,Tân Phú,Tân Phú,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-09
HS_EX_0825,Dương Hữu Kiệt,THPT_VTS,THPT Võ Thị Sáu,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,kha,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-08
HS_EX_0826,Lý Văn Đức,THPT_MQ,THPT Mạc Đĩnh Chi,thpt,LOP_06,Lớp 6,thcs,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,xuat_sac,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-16
HS_EX_0827,Vũ Hồng Thảo,THPT_OIK,THPT Ông Ích Khiêm,thpt,LOP_10,Lớp 10,thpt,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,trung_binh,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-22
HS_EX_0828,Phạm Ngọc Mai,THPT_LQD_DN,THPT Chuyên Lê Quý Đôn,thpt,LOP_06,Lớp 6,thcs,KV_HN_LB,Long Biên,Long Biên,Hà Nội,yeu,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-19
HS_EX_0829,Dương Thu Hân,THPT_GD,THPT Gia Định,thpt,LOP_06,Lớp 6,thcs,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,kha,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-04-02
HS_EX_0830,Trần Đình Hùng,THPT_CG,THPT Cầu Giấy,thpt,LOP_12,Lớp 12,thpt,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,trung_binh,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-04-03
HS_EX_0831,Lý Hồng An,THPT_NMK,THPT Nguyễn Thị Minh Khai,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,yeu,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-13
HS_EX_0832,Lê Mai Nhung,THPT_CVD,THPT Cẩm Lệ,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q5,Quận 5,Quận 5,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-30
HS_EX_0833,Lý Xuân Trang,THPT_NVT,THPT Nguyễn Văn Trỗi,thpt,LOP_12,Lớp 12,thpt,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,kha,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-25
HS_EX_0834,Đặng Trọng Khoa,THPT_YH,THPT Yên Hòa,thpt,LOP_06,Lớp 6,thcs,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,yeu,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-14
HS_EX_0835,Dương Bảo Mai,THPT_GD,THPT Gia Định,thpt,LOP_10,Lớp 10,thpt,KV_HN_NTL,Nam Từ Liêm,Nam Từ Liêm,Hà Nội,yeu,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-16
HS_EX_0836,Hoàng Hồng Châu,THPT_TPh,THPT Thái Phiên,thpt,LOP_12,Lớp 12,thpt,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,yeu,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,truc_tiep,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-17
HS_EX_0837,Đặng Thu Trang,THPT_TTT,THPT Tôn Thất Tùng,thpt,LOP_10,Lớp 10,thpt,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,trung_binh,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-03-13
HS_EX_0838,Bùi Hoàng Hân,THPT_TTT,THPT Tôn Thất Tùng,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,yeu,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-09
HS_EX_0839,Đặng Mai An,THPT_VTS,THPT Võ Thị Sáu,thpt,LOP_10,Lớp 10,thpt,KV_HN_BTL,Bắc Từ Liêm,Bắc Từ Liêm,Hà Nội,xuat_sac,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-04-01
HS_EX_0840,Đặng Bảo Châu,THPT_NVT,THPT Nguyễn Văn Trỗi,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q7,Quận 7,Quận 7,Hồ Chí Minh,kha,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-30
HS_EX_0841,Phạm Xuân Châu,THPT_YH,THPT Yên Hòa,thpt,LOP_10,Lớp 10,thpt,KV_HCM_TD,Thủ Đức,Thủ Đức,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-10
HS_EX_0842,Đặng Ngọc Châu,THPT_TDN,THPT Chuyên Trần Đại Nghĩa,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,ca_hai,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-04-01
HS_EX_0843,Dương Minh Phú,THPT_NHS,THPT Ngũ Hành Sơn,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,xuat_sac,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-04-03
HS_EX_0844,Đỗ Ngọc Trang,THPT_LQD_HN,THPT Lê Quý Đôn - Đống Đa,thpt,LOP_12,Lớp 12,thpt,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,xuat_sac,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-20
HS_EX_0845,Đặng Đức Tuấn,THPT_TL,THPT Thăng Long,thpt,LOP_09,Lớp 9,thcs,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,yeu,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-21
HS_EX_0846,Vũ Thanh Nhung,THPT_CVD,THPT Cẩm Lệ,thpt,LOP_12,Lớp 12,thpt,KV_DN_TK,Thanh Khê,Thanh Khê,Đà Nẵng,xuat_sac,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,150000,3,dang_tim_gia_su,2026-04-03
HS_EX_0847,Nguyễn Thị Linh,THPT_TP_HN,THPT Trần Phú - Hoàn Kiếm,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q3,Quận 3,Quận 3,Hồ Chí Minh,yeu,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-27
HS_EX_0848,Đặng Mai Hân,THPT_LQD_DN,THPT Chuyên Lê Quý Đôn,thpt,LOP_06,Lớp 6,thcs,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,yeu,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,ca_hai,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-15
HS_EX_0849,Phạm Quang Hùng,THPT_NHS,THPT Ngũ Hành Sơn,thpt,LOP_10,Lớp 10,thpt,KV_DN_LC,Liên Chiểu,Liên Chiểu,Đà Nẵng,xuat_sac,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-22
HS_EX_0850,Dương Thị Mai,THPT_PCT,THPT Chuyên Phan Châu Trinh,thpt,LOP_12,Lớp 12,thpt,KV_DN_CL,Cẩm Lệ,Cẩm Lệ,Đà Nẵng,gioi,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-12
HS_EX_0851,Ngô Mai Thảo,THPT_CVD,THPT Cẩm Lệ,thpt,LOP_10,Lớp 10,thpt,KV_HCM_Q1,Quận 1,Quận 1,Hồ Chí Minh,xuat_sac,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-19
HS_EX_0852,Lý Thu Trang,THPT_TP_HN,THPT Trần Phú - Hoàn Kiếm,thpt,LOP_10,Lớp 10,thpt,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,gioi,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,online,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-27
HS_EX_0853,Phạm Văn Cường,THPT_CG,THPT Cầu Giấy,thpt,LOP_09,Lớp 9,thcs,KV_DN_ST,Sơn Trà,Sơn Trà,Đà Nẵng,gioi,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,online,Cải thiện điểm số,150000,2,dang_tim_gia_su,2026-03-20
HS_EX_0854,Lê Thái Đức,THPT_TP_HN,THPT Trần Phú - Hoàn Kiếm,thpt,LOP_12,Lớp 12,thpt,KV_HN_HD,Hà Đông,Hà Đông,Hà Nội,kha,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,truc_tiep,Cải thiện điểm số,200000,3,dang_tim_gia_su,2026-03-31
HS_EX_0855,Dương Hải Tuấn,THPT_NH,THPT Nguyễn Hiền,thpt,LOP_10,Lớp 10,thpt,KV_HN_TH,Tây Hồ,Tây Hồ,Hà Nội,trung_binh,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-19
HS_EX_0856,Lê Thu Linh,THPT_NTH_HCM,THPT Nguyễn Thượng Hiền,thpt,LOP_06,Lớp 6,thcs,KV_DN_HC,Hải Châu,Hải Châu,Đà Nẵng,xuat_sac,excel,hoat_dong,2026-04-03,MON_LY,Vật lý,tu_nhien,online,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-16
HS_EX_0857,Trần Thị Châu,THPT_NMK,THPT Nguyễn Thị Minh Khai,thpt,LOP_09,Lớp 9,thcs,KV_HCM_Q8,Quận 8,Quận 8,Hồ Chí Minh,yeu,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-31
HS_EX_0858,Phạm Hồng Mai,THPT_HHT,THPT Hoàng Hoa Thám,thpt,LOP_06,Lớp 6,thcs,KV_HCM_PN,Phú Nhuận,Phú Nhuận,Hồ Chí Minh,trung_binh,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,ca_hai,Cải thiện điểm số,200000,2,dang_tim_gia_su,2026-03-21
HS_EX_0859,Đỗ Văn Đạt,THPT_BTX,THPT Bùi Thị Xuân,thpt,LOP_12,Lớp 12,thpt,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,yeu,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,250000,2,dang_tim_gia_su,2026-03-06
HS_EX_0860,Lý Mai Thu,THPT_NVT,THPT Nguyễn Văn Trỗi,thpt,LOP_06,Lớp 6,thcs,KV_HN_BD,Ba Đình,Ba Đình,Hà Nội,kha,excel,hoat_dong,2026-04-03,MON_ANH,Tiếng Anh,ngoai_ngu,truc_tiep,Cải thiện điểm số,250000,3,dang_tim_gia_su,2026-03-29
HS_EX_0861,Trần Ngọc An,THPT_OIK,THPT Ông Ích Khiêm,thpt,LOP_10,Lớp 10,thpt,KV_HCM_TB,Tân Bình,Tân Bình,Hồ Chí Minh,trung_binh,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,150000,4,dang_tim_gia_su,2026-03-17
HS_EX_0862,Đỗ Hải Khoa,THPT_PDP,THPT Phan Đình Phùng,thpt,LOP_09,Lớp 9,thcs,KV_HCM_GV,Gò Vấp,Gò Vấp,Hồ Chí Minh,gioi,excel,hoat_dong,2026-04-03,MON_TOAN,Toán,tu_nhien,ca_hai,Cải thiện điểm số,200000,4,dang_tim_gia_su,2026-03-19
HS_EX_0863,Trần Hữu Cường,THPT_DA,THPT Đông Anh,thpt,LOP_12,Lớp 12,thpt,KV_HN_HK,Hoàn Kiếm,Hoàn Kiếm,Hà Nội,kha,excel,hoat_dong,2026-04-03,MON_VAN,Ngữ văn,xa_hoi,truc_tiep,Cải thiện điểm số,250000,4,dang_tim_gia_su,2026-03-11
